id,label,mentions
E_NOISE_66eb71f6e9da3dc8,lascars,3
E_NOISE_7b21fdd90a605616,ur,3
E_NOISE_ea45077cbee97661,navel,3
E_NOISE_a770b5130381da09,Godavery District,3
E_NOISE_7bad1d917c952ec5,Medical Department,3
E_NOISE_65aeaaccd670eaa3,women s hospital,3
E_NOISE_65a73eb045dd0983,catarrhs,3
E_NOISE_1f5cf8cfa9de6a95,sonthal,3
E_NOISE_659b75937e4ebebf,trace elements,3
E_NOISE_10ca2e959409735a,hesion,3
E_NOISE_b691eaff833877fc,"equines, bovines and others",3
E_NOISE_10c22feaf948db8a,Contagious abortion,3
E_NOISE_662becc678377e99,Sonthals,3
E_NOISE_7bd765373022ba9d,Marseilles,3
E_NOISE_10be97f72b25ad9a,first class,3
E_NOISE_1f8b56f4d0cd0a7a,ccinated,3
E_NOISE_7bf4a0ca24d8cfca,dresser,3
E_NOISE_a6aee9d71b9e894d,fumigation divisions,3
E_NOISE_10aacd326c86f495,central zone,3
E_NOISE_a69d67bed8a096c1,dung heap,3
E_NOISE_1fa07253aa2e9e82,air sacs,3
E_NOISE_6531fce09dbd9024,Dog No. VI,3
E_NOISE_a6caf0c3771d6914,slings,3
E_NOISE_b6280eb6ce2fddaa,Second-class Hospital Assistant M. Lingasen,3
E_NOISE_b62da956a00b4ae8,dragging,3
E_NOISE_7b8ce3476c38667c,troughs,3
E_NOISE_1f03ea7c76d2382d,opium habit,3
E_NOISE_10f581ece1a32830,poorer,3
E_NOISE_b63c5d1b1ca6f5c7,ammonias,3
E_NOISE_10ea21ec66b12081,medicinal drugs,3
E_NOISE_10e8a7ffe924a779,batesar fair,3
E_NOISE_b650b101d0fdde8f,Burman,3
E_NOISE_e99cd4f771fee878,Anergic,3
E_NOISE_10e5866050d20afe,hat,3
E_NOISE_1f24cea80c3e0691,temple,3
E_NOISE_1f2818f01443ed5c,Dr. Blomfield,3
E_NOISE_65cef3bed111d564,against in and in,3
E_NOISE_f453cbf5a5e8b846,. against . in,3
E_NOISE_e9af7755251744fb,polar filament,3
E_NOISE_b66e0386e0528c97,2nd October,3
E_NOISE_e9a477f08f007f29,thin lines,3
E_NOISE_65b34b9441e67981,oral administration,3
E_NOISE_a6e63729dcb65f53,Medical Stores,3
E_NOISE_eb61b253d3c6337c,one equine,3
E_NOISE_7964c2fd45d441c7,sexual maturity,3
E_NOISE_1cb1d236bdccd589,lake well water,3
E_NOISE_eb5779e2b2ea1515,isolate,3
E_NOISE_69289ef3b1ce88f3,methylene blue reduction test,3
E_NOISE_1cb8e942dfd4bc19,swelling and oedema,3
E_NOISE_6926e84902684b43,meningococci,3
E_NOISE_a86712a88f7eca16,soundness,3
E_NOISE_ea9db717a343a013,productive metabolism,3
E_NOISE_a8580a9f15c677c7,lyallpur,3
E_NOISE_6911630924ae3aef,ice bag,3
E_NOISE_b44c13017e76a3dc,behari,3
E_NOISE_690c7bf183b25032,Weatherby et al,3
E_NOISE_79aed1a54907e030,right side of the heart,3
E_NOISE_1215c3fd275284c3,Lushai,3
E_NOISE_68f5386ad5958a4e,high land,3
E_NOISE_79bdefa5e7c2b9fd,Mr. Haji,3
E_NOISE_1cf431d79908441e,paratyphoid (motile) organism,3
E_NOISE_1cbbd3f7c677de60,Minbya,3
E_NOISE_b3d237a1c45c77fb,The Hon ble Minister of Education,3
E_NOISE_1c6469a8ffe20c24,Hosur Raj,3
E_NOISE_698e26a0999b6ad7,stupefied,3
E_NOISE_b3ea736bb4264aef,medicines and instruments,3
E_NOISE_697e59fffcf254a9,Stupor,3
E_NOISE_1c7a98c591f6d04b,zar,3
E_NOISE_697514ba96f6372d,Tadpatri,3
E_NOISE_f3172f5436bbe849,well - to - do,3
E_NOISE_127268ecd9dd4459,Ahmednagar District,3
E_NOISE_b41c6aff6d5da9bb,technique,3
E_NOISE_792d22e0265ab111,laxative,3
E_NOISE_792e71a827a4ca39,member of the permanent establishment in the superior service of Government,3
E_NOISE_eb79adc7673d12b8,loss of consciousness,3
E_NOISE_b41b2ff78ea7dac1,famine conditions,3
E_NOISE_125fedab2d4a823c,walks,3
E_NOISE_eb6e4254857a3ff1,fine powder,3
E_NOISE_125f33e0084c02a8,cepha lic vein,3
E_NOISE_1c9aba1146bab92f,daily wages,3
E_NOISE_694ee365a56a26ec,Fakirs,3
E_NOISE_f31a7964718222f1,"September,",3
E_NOISE_684b1e416fdfd61c,segregation sheds,3
E_NOISE_11e16760f6ba61cd,- earth system,3
E_NOISE_b4eb216e18bb3365,rabi crops,3
E_NOISE_1da8402449899ec1,fire,3
E_NOISE_1daa59073dc26e15,acid - fast,3
E_NOISE_1dafaa239f7b9043,14th april,3
E_NOISE_7a5494ed2597f822,p o,3
E_NOISE_7a5bac76352698d3,qualifying,3
E_NOISE_1db76ac851355ff6,sling,3
E_NOISE_b472e49a2af31a73,walter zenana hospital,3
E_NOISE_67e9328197c5dc83,frog s heart,3
E_NOISE_b50b19bd0609157d,left neck,3
E_NOISE_67e1e808b663c2a2,thirty minutes,3
E_NOISE_b511bdfd90308532,advancing maturity,3
E_NOISE_7a6df0d021d9fd51,Mr. Cross,3
E_NOISE_1dd1b8ec7f9220e6,abdominal organs,3
E_NOISE_b516080b1d85c5b7,gymnastics,3
E_NOISE_67c734a07807142f,diptheria,3
E_NOISE_b52b2882170b0141,progressive emaciation,3
E_NOISE_1dba5e33b2c1311b,apoplexy and,3
E_NOISE_1cfd8503c6b3d19b,Bhowanipore,3
E_NOISE_b479f5ff1fe99b46,Laihka,3
E_NOISE_68c46e84d76d2e7e,plain,3
E_NOISE_1d15d84e514abfb0,gubernaculum,3
E_NOISE_b4914600112ba18a,sad,3
E_NOISE_68ae753951222e69,removal to hospital,3
E_NOISE_68aa09660c05af75,20th September,3
E_NOISE_f36bff9909306a7c,toluidine blue,3
E_NOISE_eb1295d4b0895ae3,Naick Ragonath Singh,3
E_NOISE_68519d19be36693d,Foot and Mouth,3
E_NOISE_1d58366d32f9556e,fixed virus rabbit cord,3
E_NOISE_686c87b09a9f10e3,soft palate,3
E_NOISE_7a19c4830c2f14cc,round body,3
E_NOISE_685fca645673ddc7,sheds and,3
E_NOISE_f374f5b656ea11b1,out-door department,3
E_NOISE_7a21c2866f6cc958,pelvis,3
E_NOISE_685601509a56a55f,plug,3
E_NOISE_6855e95ea3c714f5,criminal class,3
E_NOISE_6851a5231866341d,slow sand filtration,3
E_NOISE_eb0a44a99fc85389,mufassal municipalities,3
E_NOISE_61fbe8a8b8d2bc47,measures to prevent disease spreading,3
E_NOISE_21e7a8ba505b82ec,variety,3
E_NOISE_21e7e9a296f8001a,chest girth,3
E_NOISE_b93e05ac1be660ff,relative value of urea,3
E_NOISE_61e62b213a1a56f7,review,3
E_NOISE_21f79343ae67e04b,coprophagic habits,3
E_NOISE_7dde47ba1e76e4bb,local depo ts,3
E_NOISE_61d0d3469d82e0fe,lobes of ears,3
E_NOISE_6524f9dcc6cf2e64,infected slugs,3
E_NOISE_220857252a5f7f53,occasional moderate consumers,3
E_NOISE_7deaa00fa4cb4bbe,labial,3
E_NOISE_7df2761770933808,potassium antimonyl tartrate,3
E_NOISE_0f400122e37da3a4,rule,3
E_NOISE_7e1617ee6b3486fe,chestnut,3
E_NOISE_22193160be46f411,exposed place,3
E_NOISE_61b5e91205968996,prepared,3
E_NOISE_2222ffaf86899c97,human body,3
E_NOISE_61b3e7b5543eaacc,abomasums,3
E_NOISE_7dea24d287b94d44,arsenious acid solution,3
E_NOISE_f50cb0c7c3af621e,foetuses,3
E_NOISE_7d760d19fac77f99,anti-diphtheritic serum,3
E_NOISE_b8df89e9a2b22f5c,Mr. S. S. Ayer,3
E_NOISE_e7e93f74d79fbde2,water-pipes,3
E_NOISE_f5164d0279f37b9a,fischoederius elongatus,3
E_NOISE_a59981a1dcb8f8ef,Tonic,3
E_NOISE_624fdff3686ee0c9,hypostome,3
E_NOISE_b8e33f371c825f35,general malaise,3
E_NOISE_0f7720c9e8c9d5c5,economic loss,3
E_NOISE_b9235818a14022df,per strength,3
E_NOISE_a58d41893786ae60,Babu P. N. Das,3
E_NOISE_a58ce9256e5fb01a,injury and accident,3
E_NOISE_e7ccb3483dbdee9f,antimony compounds,3
E_NOISE_a587e7858400bb98,protozoon,3
E_NOISE_622decfd010898ff,cutaneous myiasis,3
E_NOISE_a584f14a3d925d46,Dariao Singh,3
E_NOISE_622606bbc900f8fb,Fatehgarh,3
E_NOISE_b919c52767801f9a,L. luteola,3
E_NOISE_6217e69f789ed5f1,balanced,3
E_NOISE_623d039804d91442,police constable,3
E_NOISE_60e4a696d4130c59,control monkey,3
E_NOISE_f56e265d19433510,bacteriological examinations,3
E_NOISE_0f02135b26e872d7,rear,3
E_NOISE_60cb31056505afaf,after - pains,3
E_NOISE_60c725d297318f46,shoe-bites,3
E_NOISE_22c19b1c2ecaf6f4,admissions to hospitals,3
E_NOISE_7e82f7c0fa3c7fa4,cinch,3
E_NOISE_e6fba1db915907bb,shrikhand,3
E_NOISE_7e25730ec6b83450,Minbu District,3
E_NOISE_60a5db09f252461a,Cantonment Staff,3
E_NOISE_ba499acb17271e61,below f,3
E_NOISE_22e0065d718189cf,Central Government,3
E_NOISE_22e7c9f7ad5a629b,inferior epidermis,3
E_NOISE_a4be7fcd0f42a575,oxygen absorbed ( Tidy s Process,3
E_NOISE_a4b9b5897b4572c5,impaired,3
E_NOISE_0ee6e81d4c5a1c88,exercises,3
E_NOISE_60769fb51aa305f6,flushed,3
E_NOISE_0edd9cde1eee96c3,B. gibsoni infection,3
E_NOISE_0ef9d6ea75660b2f,Sheikh Hussain,3
E_NOISE_e7834cf684b1b723,as against,3
E_NOISE_b971b08ab2c36754,mad dog,3
E_NOISE_a52a979649fa3fc1,Dr. French,3
E_NOISE_f556e33615676bb5,ramnad,3
E_NOISE_e7513295599e0a15,unlicensed shops,3
E_NOISE_61614db308681990,on section,3
E_NOISE_a50f55c7680f1fe6,Sindh circle,3
E_NOISE_b9a38f2884f2c1b4,fasciola gigantica,3
E_NOISE_b9a93a1c26284c38,bursatti,3
E_NOISE_e70dbe66200e745a,the poor,3
E_NOISE_6135aad88a754015,periods and,3
E_NOISE_b9cdab65beb8c777,listerella infection,3
E_NOISE_611ff01da18dd603,officials,3
E_NOISE_b9d7417ffa1db351,Raja,3
E_NOISE_e72eb4155d801725,Alipur,3
E_NOISE_2290cf6ba4ac5387,SO,3
E_NOISE_e71f1539a41b0a13,Victory,3
E_NOISE_610843a3c5fa79fe,fascioliasis,3
E_NOISE_b9fb2e2c8bdfdd6b,paddy-straw,3
E_NOISE_e73fd9cefe1fa122,temporary relief,3
E_NOISE_a644191d52d64ded,poteriostomum,3
E_NOISE_7c7dc7e97cc4553e,Bhattya Segregation Private Health Camp,3
E_NOISE_7c7f22b07a0852c5,Filaria Oculi,3
E_NOISE_64b6836cc5e3847d,gms Arsenious Acid,3
E_NOISE_b73aae5950912d98,youngsters,3
E_NOISE_201bd9db24d5342c,remedy,3
E_NOISE_a634ecaf176e9182,body surface,3
E_NOISE_648d85a2467e9f7c,S. M Raza Husain,3
E_NOISE_0fa068a6dd1c7b6f,percentage of cures to the total number treated,3
E_NOISE_2037de437c80264c,collection,3
E_NOISE_f4b61beb8e475c76,same evening,3
E_NOISE_647ce3d35b90fc1b,first examination,3
E_NOISE_203e0f8e530d437e,syce,3
E_NOISE_b768e5e5e592006f,sweets,3
E_NOISE_2040eed45a494241,Cow No. 212-2/7,3
E_NOISE_2040f028bebfbae1,Kaira District,3
E_NOISE_6473221807e75f2a,ward boy,3
E_NOISE_1040ea20a6424fbe,segregation rules,3
E_NOISE_7cae893d5cbe4435,meteorological data,3
E_NOISE_1092ffc8ba4284cc,against last year,3
E_NOISE_f4892d04d8d70d03,petechial haemorrhages,3
E_NOISE_651a1ff46ebad674,standing posture,3
E_NOISE_1091193d6c219628,ulcerative lymphangitis,3
E_NOISE_64faa104bf3d3185,female elephant,3
E_NOISE_e934550020748622,tuberculated leprosy,3
E_NOISE_1087037ebdd7588c,Ahmedabad City,3
E_NOISE_1081deff0fcf115a,urea utilization,3
E_NOISE_7c4fc43e65a6e06b,eye infirmary,3
E_NOISE_b72628da11d962d3,labral apodemes,3
E_NOISE_e92dae8be39ebbe3,cork,3
E_NOISE_7c5635169611cc06,Patna Mental Hospital,3
E_NOISE_e91dde7945be508a,cross veins,3
E_NOISE_64db5e705a863b2d,cook-houses,3
E_NOISE_7c66f9d0c49d7169,16th may,3
E_NOISE_64d7a9f02becdd6a,cauterization,3
E_NOISE_e91adcde8a7c2250,piroplasma-like organism,3
E_NOISE_64d2a60a14b45222,slips,3
E_NOISE_1ffe9419a8be13e7,proportion of population protected,3
E_NOISE_1fd16f9462a66237,tank-water,3
E_NOISE_b826b01bcef3a366,hindustani,3
E_NOISE_f4e9d5fa2f4b3921,religious mania,3
E_NOISE_0ffe6c3e1f43f953,slack,3
E_NOISE_e852191079ea08b6,crack,3
E_NOISE_0ff7c29d90c631bc,flattened,3
E_NOISE_7d358ff3ebbc7bdc,T. B. solution,3
E_NOISE_631cf56c0c75b2ca,twenty-five,3
E_NOISE_0fe1aa59ad85d132,acute confusional insanity,3
E_NOISE_21304eff491bcf79,court,3
E_NOISE_b76c7932df5104b0,presidency division,3
E_NOISE_21536ee118986351,the reinforcing dose,3
E_NOISE_62b6e0737d40a1a7,Tadagale Mental Hospital,3
E_NOISE_f4f99578c04e9748,drawing,3
E_NOISE_0fb950a4627e42f1,derangements,3
E_NOISE_62a68497d0bd557f,dieldrin,3
E_NOISE_e7fb41a6a0544d8a,neutral,3
E_NOISE_2176e54568ae595a,nasal parasite,3
E_NOISE_0fa60c52040252c2,Right auricle,3
E_NOISE_21797a1ee89aa8f4,number of births,3
E_NOISE_b890819e756161ea,constituents,3
E_NOISE_2062ab6b679a8368,Gerber s method,3
E_NOISE_7cccb40905063f5c,Conjunctivitis,3
E_NOISE_b79ff619cf1d8578,coachman,3
E_NOISE_e8cdc05b346aa0d4,row,3
E_NOISE_63d90701590d18c5,animals of the farm,3
E_NOISE_b7d261d2c714f227,Shaikh Mowla,3
E_NOISE_63c562a7ea040ad8,pigeon - pox virus,3
E_NOISE_20b1084dfcd091b1,urid dal,3
E_NOISE_e8a514b2918ecc33,Fort William,3
E_NOISE_a5cf9a8041fa70fa,ordinary rations,3
E_NOISE_63a06b88d58d8323,infectious abortion,3
E_NOISE_20bb0784da482fad,anchylostomia infection,3
E_NOISE_e89a994c36315446,Babesia gibsoni,3
E_NOISE_7cf0950e767fbfda,toxines,3
E_NOISE_b8100f5ba8bd048a,Library,3
E_NOISE_a5e0583003c4cfc2,Bartho lin s gland,3
E_NOISE_10057c904be7ca4b,species a,3
E_NOISE_635e079c16fdf1db,Contagious diseases,3
E_NOISE_635bddd4364f7e3d,positive phase,3
E_NOISE_63acf68c4f951d64,brand,3
E_NOISE_eea672bb2dd49f0c,conversational course,3
E_NOISE_7542c661b2a1c05f,thy,3
E_NOISE_703734926f88e238,quarantine stations,3
E_NOISE_ab9b6e6ef4d8d387,Brood mare Epigram,3
E_NOISE_18342a83a56aaa50,Parturition and lactation,3
E_NOISE_18342d1b3da73253,professional,3
E_NOISE_ee8b081b483c5bb0,the town,3
E_NOISE_ee89dbe91aa75b0b,lumbar region,3
E_NOISE_1292f8fbbbdd7e9c,left iliac glands,3
E_NOISE_7021303dc00e005b,ordinary media,3
E_NOISE_7576f5070815ba41,station master,3
E_NOISE_f1634edf22f9c43c,Mr. Aggarwala,3
E_NOISE_6ffef988856eb129,buffalo-calf,3
E_NOISE_7591c625184151a3,Government or Local bodies,3
E_NOISE_149f36a9011547a9,sketch map,3
E_NOISE_7595f905c0d2a6cf,tight-lacing,3
E_NOISE_af9e9ac003bf28c9,to c.c. per litre,3
E_NOISE_afa098045f85b34c,foundation stock,3
E_NOISE_14bba6e8bf5be7bf,medical certificate,3
E_NOISE_74dc3d565f4771e0,second chamber,3
E_NOISE_aedc4491bcfad191,per head,3
E_NOISE_74ecf736a41038e0,manure yard,3
E_NOISE_70fc1f770c120494,rigorous,3
E_NOISE_abf38ee1a5158e57,discontinued,3
E_NOISE_15101cc231332894,galls,3
E_NOISE_17b5a4d526fdf19e,bombay government,3
E_NOISE_70e00538c0b0c07b,"Assistant Disease Investigation Officer (Poultry), Assam",3
E_NOISE_17bbebbbe8087db6,daily average,3
E_NOISE_181430d2902f5bcb,fermentation reactions,3
E_NOISE_70c2105e7e0d5ac4,benign form,3
E_NOISE_709f5884d2612ed8,cess-pools,3
E_NOISE_abc81211ace6eb39,prepharynx,3
E_NOISE_af2692ff1a122539,helmint,3
E_NOISE_af28347a7c499532,Left Kidney,3
E_NOISE_14f4611879b7ea23,rabbit house,3
E_NOISE_eeb6ad95c9427440,conscious,3
E_NOISE_7074aaf2999b5d91,Private bodies,3
E_NOISE_753062897663470d,normal monkeys,3
E_NOISE_70c9f29e1e2036c5,ruminants,3
E_NOISE_18e0c22f3283195d,barsati,3
E_NOISE_f1995ae6879bb123,McDougall s powder,3
E_NOISE_ab41a757736d7676,excited patients,3
E_NOISE_18ef1b342a5f57e1,insensibility,3
E_NOISE_b025cdbd84048827,Wassermann tests,3
E_NOISE_7600bf3fdf7488c2,entrails,3
E_NOISE_7602d1ff51ebdd52,seasonal changes,3
E_NOISE_ab2d633248bd8808,committing magistrate,3
E_NOISE_759724e5851fd651,staying-power,3
E_NOISE_190ab2aace1a874b,host cells,3
E_NOISE_ab24aed5a7c4ad45,medical,3
E_NOISE_6f0f3d46ec040531,candling,3
E_NOISE_145250afbea0ab3f,Sunamganj,3
E_NOISE_6f065b1f4c093ba6,normal alvine materials,3
E_NOISE_ab19c6145a2a19b4,public servants,3
E_NOISE_762af91a4086295c,section act iv of,3
E_NOISE_1922a5952d74a233,flagellation,3
E_NOISE_b05171daafb8f2b8,dhal (pea,3
E_NOISE_6f0f888ce12bceae,mean corpuscular hæmoglobin,3
E_NOISE_18822ddb5e849364,derris,3
E_NOISE_6fc5d5ed8fd4b06f,Imperial funds,3
E_NOISE_afb40fcf0a26f28d,bathing place,3
E_NOISE_1888de99a039ef53,periodicity,3
E_NOISE_afc9ca92514178e4,one shilling and six pen,3
E_NOISE_6fa4267b4d63e92f,sulphapyrid,3
E_NOISE_6fa26294f92790f5,oesophageal groove,3
E_NOISE_ee48c8b1645441fb,Shahpura,3
E_NOISE_afdd38ad657977c0,Nellore district,3
E_NOISE_75ea6bb7bfc1186f,stern,3
E_NOISE_1481f5a87ab4c200,hot and tender,3
E_NOISE_18b35e7869588b6e,wear and tear,3
E_NOISE_6f92eee60d207cd9,All Saints Sisters,3
E_NOISE_f17f40395712de08,carbolic solutions,3
E_NOISE_6f8d482f77a9b743,growth on potatoes,3
E_NOISE_6f84d59e64db994f,annual professional examinations,3
E_NOISE_ab478f3efc840eeb,Map,3
E_NOISE_6f5fc15976eb288f,pseudoglobulin,3
E_NOISE_6f5e91c30ae8acfc,inertia,3
E_NOISE_75b298a477a72f77,australia,3
E_NOISE_15d808b782748782,Sweepers,3
E_NOISE_72bfb05496f96364,bathroom,3
E_NOISE_ad5ec288ec021e3f,laboratory assistant,3
E_NOISE_1670a2789e28b3a9,rajput,3
E_NOISE_72b4a877e4a10e49,acute infect,3
E_NOISE_1676df0785b8e919,frontal sinus,3
E_NOISE_73a097c0d04857a5,electrical,3
E_NOISE_167c16d5fffa5112,respiratory paralysis,3
E_NOISE_179917a34c5d7a1e,persons on board,3
E_NOISE_efb43ce73a7e418b,ward - boy,3
E_NOISE_efaa5e4b16da83f4,swamp,3
E_NOISE_ad99cfaea6985134,microgamete,3
E_NOISE_73e6bcdbaf21dc67,unprotected persons,3
E_NOISE_16a931b45de08fbe,Scalpel,3
E_NOISE_ac814ccccbf983c2,seat,3
E_NOISE_724d5d46da907bd2,in and in,3
E_NOISE_adcda787746698cc,Chingleput district,3
E_NOISE_ef92b21b1647726f,revenue officials,3
E_NOISE_acb569fce649e241,Brucella infection,3
E_NOISE_acfbdbfde889ba55,other infections,3
E_NOISE_f04331370452ccb3,Tinnath puja,3
E_NOISE_7330d2798b9b3401,Ahmednuggur,3
E_NOISE_f047212a5e6d4084,sanitary fittings,3
E_NOISE_15eff78449b25153,excessive use of Indian hemp,3
E_NOISE_7365c528082cf7ec,Kathgodam,3
E_NOISE_162342cd245e0a25,jurisdiction,3
E_NOISE_731ab8c880ebb44a,Salem District,3
E_NOISE_f025dc90bd0ece11,mineral salts,3
E_NOISE_166b196abb7905d8,leucocytozoon canis,3
E_NOISE_f051d3f7680f9705,sub - cutaneously,3
E_NOISE_ad2c1329c6509f52,contagious diseases ward,3
E_NOISE_15e1ae02cbf6b66c,Surat District,3
E_NOISE_7300c0f57f997f15,shank,3
E_NOISE_ad42ccd1e2aa7114,patients attacked,3
E_NOISE_165bd364fed980be,stress,3
E_NOISE_efe908b5ad9f070a,maniacs,3
E_NOISE_1660cf0d91a79fc6,dropsical swellings,3
E_NOISE_72ce4a51dbb810ae,Cattle Show,3
E_NOISE_15e647f14cb67d4a,"Khan Sahib Khawaja Ghulam Hasan, Deputy Superintendent, Lahore",3
E_NOISE_f0d521a5dc374939,does,3
E_NOISE_7487a47e7c6adbf1,16th january,3
E_NOISE_ac495d4950486aaf,Sylhet Municipality,3
E_NOISE_718ee6a69d5c470c,cyst wall,3
E_NOISE_ef43d9c7ba5181e5,alkalinity,3
E_NOISE_1750b681f21344fb,grassy and weedy pools,3
E_NOISE_ac3eed5a88ab8d5e,Johne s bacillus,3
E_NOISE_ae7c5f79cc4c4736,unrest,3
E_NOISE_ae833e02c4441f78,surat,3
E_NOISE_add39bf3615c3a38,raw silk,3
E_NOISE_71696f08bf79c9c4,secondary lesions,3
E_NOISE_ef2171d1c879ad39,sewage water mixed with tank water 1:1 proportion,3
E_NOISE_1535e1846cc5217e,scientific methods,3
E_NOISE_ac1afb8793760398,Inspector General of Jails,3
E_NOISE_ef176a446e458ef2,arsenic trisulphide,3
E_NOISE_f1123ebfc906ec38,sindhi,3
E_NOISE_ef16c3ef1bee3d90,carrier rack,3
E_NOISE_ac131f40ff43bb3f,Mr. MacGregor,3
E_NOISE_713fc33c8b958aaf,congestions,3
E_NOISE_71742bb516d79b98,Superintendence,3
E_NOISE_ac78d315b2a2ad74,more mares covered per stallion,3
E_NOISE_7236ace912c9e3ee,pure bred Bellary flock,3
E_NOISE_16c1930476c06ba2,sprain,3
E_NOISE_721f595b17ad90c2,M. Rossii,3
E_NOISE_721a92fed4532b41,His Excellency the Governor in Council,3
E_NOISE_7218b1ee880aaee4,Dakshni Brahmin Private Health Camp,3
E_NOISE_ef7637a77f503e2d,"bile_salt lactose, medium",3
E_NOISE_7433449fb76509d3,of india offices,3
E_NOISE_ac65379c70da2a93,Dementia Præcox,3
E_NOISE_ae55fe445171fb61,agency and civil lines,3
E_NOISE_ae0ba2bd62b895ac,charbonous virus,3
E_NOISE_ac65360bfb89e4e4,posterior part of the body,3
E_NOISE_17054e81c69846b7,Samalkota Canal,3
E_NOISE_71f4977891207e27,lightning,3
E_NOISE_ac5cbe60a8a3effa,pensioned,3
E_NOISE_71f197283031ea93,menial establishment,3
E_NOISE_15774e88f01a0d3f,wild tribes,3
E_NOISE_71dd781e9172afa7,weaving shed,3
E_NOISE_ac5aded0d9d58a4f,Another control,3
E_NOISE_adfa59cc50d2bd2c,pharmacy,3
E_NOISE_f2901d29d827cc1a,tenants,3
E_NOISE_b2ad28c3abb92ac3,petri plate,3
E_NOISE_b2ad2ff41822a42e,Rajshahye,3
E_NOISE_a9a021f2e08931b0,cleanliness,3
E_NOISE_1b53bdc9a4cf2bf7,primary infection,3
E_NOISE_6b20a20ca42026d5,sonthal pergunnahs,3
E_NOISE_b2d1765de14b060f,average calving period,3
E_NOISE_6b0d250fd0a8a1f4,cteriological examination,3
E_NOISE_143f66667892a301,Keepers,3
E_NOISE_6b05fde6bf632673,cess - pools,3
E_NOISE_131529cdd60d31be,heat stability,3
E_NOISE_1313ba38657e59b5,Commissioners of Divisions,3
E_NOISE_784e24fb725d6f6e,Babu J. N. Dutt Chowdhury,3
E_NOISE_6aec010393a84e0b,morbid anatomy,3
E_NOISE_784f6a12acc03259,self - control,3
E_NOISE_ec1d2e0d2d115e99,epidemiological observations,3
E_NOISE_6ac9bf43972dc838,walking,3
E_NOISE_1b8f3f654b7b9531,well-to-do persons,3
E_NOISE_1b63d21dd939ea30,Lady Dufferin Hospital,3
E_NOISE_6bd8c2b600dffec7,hyacinth group,3
E_NOISE_f2712c6bb8875129,Spirit. ammon. arom,3
E_NOISE_6bc71916326d35aa,conditions of excitement and agitation,3
E_NOISE_77e23d8c0e91eb92,"Agricultural College, Coimbatore",3
E_NOISE_77eac83e82d296f0,famine conditions of the country,3
E_NOISE_77f0bb800ef13b00,S. Muhammad Shah,3
E_NOISE_135809421d11fbda,six pigeons,3
E_NOISE_13579cdef86aa392,immature forms,3
E_NOISE_13577f1dc675b11e,spicular sheath,3
E_NOISE_7812f21964b5047c,bombay observatory,3
E_NOISE_a9bced1f09dc2874,nematode worms,3
E_NOISE_6b6d85d3b51994a4,muscular action,3
E_NOISE_ec707c1c17470db9,alkaloid,3
E_NOISE_6b5b6128cb57ed85,filtrates,3
E_NOISE_7805c3be8aaa28bd,cases of kala azar,3
E_NOISE_1b2bf1cea7985b24,prevent,3
E_NOISE_b2a6604808477f41,œmorrhages,3
E_NOISE_ec5c222f5ad32a67,The Professor of Hygiene,3
E_NOISE_f28ccaf7c8cc98f2,trench - latrines,3
E_NOISE_6b7e0ddbb8e1682c,hallucinations,3
E_NOISE_12d5f66be90e5d0f,Andropogon contortus,3
E_NOISE_a91d0e8393f6b6a3,card-disc,3
E_NOISE_12cdc23209317e63,anaesthetic leprosy,3
E_NOISE_12ca9ba18f2e18f8,abscess formation,3
E_NOISE_6a2b9ecddf1b2e8b,caustic soda solution,3
E_NOISE_b36658b5cd0b0b21,oesopha,3
E_NOISE_1c1310c5104a6fa7,Acute Dementia,3
E_NOISE_b36c04f4f2496b95,moder,3
E_NOISE_6aad96b8ba2e36e1,other countries,3
E_NOISE_f2f0e6c14f5382c2,Leave on salary,3
E_NOISE_6a1c1e8cd64e6e6e,animal vaccination depo t,3
E_NOISE_ebb34dac65290590,contacts and evicts,3
E_NOISE_b384acdcaad9f874,shillings,3
E_NOISE_69f5ded156e493b6,bacillus of charbon,3
E_NOISE_f2f57e977dfd5281,per cent. marks,3
E_NOISE_b39f8928d1d048f0,practical midwifery,3
E_NOISE_69d9f3e5ae950e07,Museum,3
E_NOISE_1296a26b859e02d0,borders,3
E_NOISE_a8ef4783cc5f1c8c,bungarus,3
E_NOISE_b303ee3c2b688013,Port Trust,3
E_NOISE_b3063231bcc64b2b,co-habiting zebu,3
E_NOISE_b30ba52a7aeb90df,gas fluorescence,3
E_NOISE_ec12bf0f5a1303d5,seasonal variation,3
E_NOISE_6aa62d0590e990d1,Suri,3
E_NOISE_a982b8e78abdd30f,ajmer district,3
E_NOISE_6aa5cd51ee8eab5a,debris,3
E_NOISE_1305743ebd151d87,V. B,3
E_NOISE_ec0a1c4326b2d4fd,month of november,3
E_NOISE_78a139c6329b6563,algerian,3
E_NOISE_6a994ca27e989fd9,exercised,3
E_NOISE_78778e0c168c7f65,number cured,3
E_NOISE_6a7a8c8d2b80c6a2,delusional insanity (acute or chronic) paranoia,3
E_NOISE_ebee53ee14141451,private practitioners,3
E_NOISE_a953a8bec20c872e,Norfolk Trotters,3
E_NOISE_a94c81c179d4c399,outer hypodermal ring,3
E_NOISE_b349e9ef51589817,allantoic fluid,3
E_NOISE_6a41cb30011dda3c,Nellore District,3
E_NOISE_6a4151158b9d79bd,few cases,3
E_NOISE_78691a5d9454b330,p. c,3
